a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
2230646856,86.86666666666666,6.01,448690430,3,2013-12-05 00:01:42,True,False,10915780.944540175,0,0,0.673766816143,True,10,7,3,10,61,5445,82,6,53,40,1.41255605381,9.7,892,601,False
1624512505,48.0,4.25,38700960,2,2013-07-27 03:40:14,False,False,319719.9536973373,0,3,0.61505065123,True,15,15,0,0,29,25994,16,0,80,20,0.530631479736,8.6,691,425,False
31290927,106.9,9.73,193528710,1,2009-04-15 01:10:26,True,False,2096448.8417132793,0,0,0.571680376028,True,7,7,0,19,80,1307,54,15,35,50,1.31926121372,9.4,1702,973,False
14716324,68.2,7.3,102608760,3,2008-05-09 18:19:36,False,False,450219.3775505559,0,0,0.652951699463,True,8,8,0,9,23,3726,58,25,40,35,1.85071770335,8.8,1118,730,False
3018133003,40.75,4.57,361106650,1,2015-02-13 06:00:44,True,False,1261884.6314739424,0,5,0.642756680731,True,10,9,1,6,97,6298,20,10,50,40,0.482905982906,9.7,711,457,False
2536663076,57.2,5.12,10470000,3,2014-05-31 05:27:46,False,False,112240.2589521692,0,0,0.696598639456,True,10,10,0,18,19,22712,58,0,85,15,0.747596153846,10.2,735,512,False
468369974,82.65,8.35,6078170,2,2012-01-19 13:27:18,False,False,19391.37480034616,0,30,0.657998423956,True,14,14,0,10,83,22552,79,20,60,20,0.930107526882,10.3,1269,835,False
264538100,39.4,4.48,184050510,1,2011-03-12 02:19:57,False,False,235932.59257171318,0,0,0.644604316547,True,10,6,4,5,64,5236,18,20,65,15,0.789592760181,9.2,695,448,False
323992737,93.5,9.51,387096100,2,2011-06-25 20:05:40,False,False,1843219.3612273193,0,0,0.627722772277,True,9,9,0,5,61,4143,38,20,20,60,1.08267716535,9.7,1515,951,False
2593793134,72.05,6.28,9749020,2,2014-06-09 02:46:47,False,False,74805.81300447178,0,5,0.523769808173,True,11,11,0,1,51,69535,35,15,55,30,0.0280223004695,8.8,1199,628,False
1888522045,109.25,7.66,3358530,3,2013-09-21 02:02:56,False,False,21687.675603611835,0,19,0.559532505478,True,8,3,0,69,27,42265,28,5,35,60,0.321344060577,9.4,1369,766,False
2372241176,121.0,7.48,405555620,1,2014-03-04 18:11:08,False,False,11445791.160101807,0,0,0.565381708239,True,14,14,0,12,54,124,17,5,60,35,6.30496453901,8.3,1323,748,False
2368684734,83.15,6.98,84211600,1,2014-03-02 10:38:13,False,False,558572.6062442979,0,0,0.547880690738,True,13,13,0,5,32,119,0,20,30,50,5.71875,7.5,1274,698,False
2353855646,92.85,7.48,82985790,1,2014-02-20 22:28:03,False,False,677347.3093690637,0,0,0.589440504334,True,11,11,0,5,39,121,0,30,25,45,4.27272727273,7.6,1269,748,False
2352506778,80.65,7.11,399148540,1,2014-02-20 01:34:19,False,False,12150371.06522143,0,0,0.58135731807,True,12,12,0,7,45,133,3,10,45,45,7.12820512821,9.2,1223,711,False
2349093944,89.75,7.04,83080550,1,2014-02-17 21:29:40,False,False,698674.8760765536,0,0,0.572357723577,True,13,13,0,4,45,118,0,5,55,40,5.75,9.0,1230,704,False
2353568059,79.25,7.87,419297990,1,2014-02-20 17:33:05,False,False,13475801.562923424,0,0,0.589955022489,True,13,13,0,8,53,149,4,30,45,25,7.39024390244,8.4,1334,787,False
2374895658,65.8,6.68817204301,117019236,1,2014-03-06 06:01:31,False,False,572186.5318109471,0,0,0.573800738007,True,12,12,0,5,42,93,0,20,55,25,4.68571428571,9.2,1084,622,False
2384331992,67.45,7.16279069767,125034139,1,2014-03-11 23:31:07,False,False,699403.594155583,0,0,0.616616616617,True,13,13,0,11,38,86,0,10,55,35,4.04761904762,8.9,999,616,False
2353833049,52.5,7.17,83001260,1,2014-02-20 21:51:00,False,False,760069.4632065727,0,0,0.6,True,15,15,0,5,43,134,0,5,45,50,5.63333333333,8.4,1195,717,False
2383025796,71.55,7.05494505495,118097285,1,2014-03-11 02:44:13,False,False,800110.9595916228,0,0,0.602816901408,True,14,14,0,1,41,91,0,0,55,45,3.26666666667,8.6,1065,642,False
2384166104,76.35,7.48453608247,110838670,1,2014-03-11 20:25:36,False,False,549667.2072542508,0,0,0.567630961689,True,11,11,0,5,44,97,0,10,35,55,8.30434782609,7.7,1279,726,False
2361880260,64.2,6.71,83334870,1,2014-02-26 00:53:29,False,False,529466.0098819825,0,0,0.570093457944,True,9,9,0,9,37,103,0,15,35,50,4.57142857143,7.3,1177,671,False
2386269716,50.35,6.95348837209,124958186,1,2014-03-13 03:47:02,False,False,1052804.650146009,0,0,0.600401606426,True,13,13,0,5,33,86,0,10,60,30,7.6,8.1,996,598,False
2362388834,90.05,7.94,421515290,1,2014-02-26 08:57:36,False,False,15262451.556288738,0,0,0.604722010663,True,12,12,0,7,51,121,9,15,40,45,5.91477272727,8.5,1313,794,False
2385765020,58.1,7.03409090909,122064079,1,2014-03-12 20:18:33,False,False,490332.7577733309,0,0,0.561196736174,True,8,8,0,8,29,88,0,0,60,40,6.42307692308,8.1,1103,619,False
2376495600,76.95,7.56976744186,126615197,1,2014-03-07 03:34:04,False,False,778451.6129298131,0,0,0.594520547945,True,12,12,0,5,37,86,0,5,45,50,5.57142857143,8.5,1095,651,False
2362248168,85.0,7.27,407256700,1,2014-02-26 06:31:24,False,False,13880403.148090824,0,0,0.60532889259,True,13,13,0,7,49,119,6,5,40,55,4.87623762376,8.8,1201,727,False
2376811856,59.6,7.37362637363,119472318,1,2014-03-07 08:45:28,False,False,373454.7153092862,0,0,0.58044982699,True,13,13,0,4,38,91,0,10,55,35,6.37037037037,8.8,1156,671,False
2352676352,75.8,7.72,394768410,1,2014-02-20 04:02:26,False,False,8146357.787917046,0,0,0.587966488957,True,12,12,0,5,47,117,2,20,30,50,7.82716049383,8.4,1313,772,False
2380854356,64.6,6.88541666667,113282197,1,2014-03-09 18:30:40,False,False,712815.0783062376,0,0,0.593890386343,True,11,11,0,6,45,96,0,15,50,35,2.86666666667,8.3,1113,661,False
2355882324,50.9,7.17,85082570,1,2014-02-22 06:14:25,False,False,540658.8274520703,0,0,0.601510067114,True,13,13,0,5,43,112,0,0,60,40,4.78378378378,8.0,1192,717,False
2375744096,62.6,7.5,137704153,1,2014-03-06 18:29:27,False,False,1044314.1156802811,0,0,0.657303370787,True,12,12,0,7,24,78,0,10,55,35,6.11538461538,7.0,890,585,False
2383278158,67.5,7.10526315789,114791557,1,2014-03-11 06:35:23,False,False,772234.6518179303,0,0,0.609756097561,True,12,12,0,7,40,95,0,15,30,55,4.02272727273,8.8,1107,675,False
2384644393,69.45,7325,134384112,1,2014-03-12 04:02:34,False,False,1001719.4911766268,0,0,0.628755364807,True,9,9,0,4,29,80,0,5,40,55,4.12195121951,8.1,932,586,False
2374931234,79.85,7.40963855422,129340036,1,2014-03-06 06:36:42,False,False,1052485.041047115,0,0,0.648050579557,True,11,11,0,5,39,83,0,0,65,35,4.78378378378,7.6,949,615,False
2370987984,78.45,7.3,107137240,1,2014-03-03 21:57:06,False,False,613496.4282750471,0,0,584,True,13,13,0,8,40,100,0,30,40,30,4.89189189189,8.3,1250,730,False
2364902995,69.5,6.58,102610200,1,2014-02-28 01:43:32,False,False,867787.4589038263,0,0,0.546058091286,True,12,12,0,4,43,105,0,10,55,35,6.91666666667,9.2,1205,658,False
2351860141,73.3,7.41,82943250,1,2014-02-19 15:26:10,False,False,686159.8498220714,0,0,0.583464566929,True,14,14,0,8,38,114,0,15,40,45,3.44,8.6,1270,741,False
2370363816,45.95,6.48,107667540,1,2014-03-03 12:47:50,False,False,735258.6724153004,0,0,0.601113172542,True,11,11,0,5,39,101,0,15,50,35,4.83333333333,8.0,1078,648,False
2378044849,74.95,7.2,120993622,1,2014-03-08 03:14:56,False,False,970847.8938810794,0,0,0.603914259087,True,12,12,0,7,34,90,0,15,40,45,6.1,8.5,1073,648,False
2353459585,96.05,7.36,402157610,1,2014-02-20 16:04:29,False,False,13180632.175980324,0,0,0.592115848753,True,14,14,0,5,47,133,5,5,40,55,8.67692307692,8.3,1243,736,False
2368268431,60.5,6.98,83157530,1,2014-03-02 04:18:18,False,False,723737.074066881,0,0,0.582151793161,True,10,10,0,6,43,114,0,25,40,35,4.86842105263,9.0,1199,698,False
2363564364,92.15,7.39,413451040,1,2014-02-27 03:35:32,False,False,15299904.275779124,0,0,0.590727418066,True,10,10,0,8,46,117,6,15,35,50,7.25899280576,8.8,1251,739,False
2363087568,73.35,7.1,102388850,1,2014-02-26 19:14:15,False,False,697261.318442553,0,0,0.590682196339,True,12,12,0,5,38,105,0,15,40,45,5.96551724138,8.6,1202,710,False
2351219077,58.1,7.33,102393020,1,2014-02-19 06:04:23,False,False,593284.7369626662,0,0,0.597879282219,True,11,11,0,5,39,110,0,10,50,40,5.0,7.2,1226,733,False
2384911256,60.1,7.43617021277,115794914,1,2014-03-12 08:30:26,False,False,374363.6309271909,0,0,0.635454545455,True,11,11,0,7,35,94,0,10,50,40,6.5,8.3,1100,699,False
2385886057,71.4,7.42222222222,119440044,1,2014-03-12 22:11:40,False,False,858176.1191650814,0,0,0.588028169014,True,15,15,0,6,34,90,0,20,20,60,5.33333333333,8.2,1136,668,False
2368238317,83.45,7.35,410365810,1,2014-03-02 03:51:03,False,False,13353877.369351277,0,0,0.605436573311,True,11,11,0,8,42,125,4,15,50,35,6.06338028169,8.6,1214,735,False
2364692858,71.7,6.75,83567240,1,2014-02-27 22:03:44,False,False,603527.910483142,0,0,0.562969140951,True,13,13,0,5,48,120,0,15,35,50,6.8,8.3,1199,675,False
2382710197,52.95,7.05813953488,124965406,1,2014-03-10 21:26:37,False,False,960972.8092721186,0,0,0.591617933723,True,9,9,0,4,29,86,0,15,45,40,6.08,9.1,1026,607,False
2385567890,60.7,6.75862068966,125382057,1,2014-03-12 17:24:15,False,False,697691.041834715,0,0,0.601226993865,True,15,15,0,6,23,87,0,10,55,35,4.45945945946,8.0,978,588,False
2353193346,71.9,6.84,102785340,1,2014-02-20 12:53:37,False,False,784688.4600167939,0,0,0.557911908646,True,12,12,0,6,41,110,0,25,55,20,4.11904761905,7.3,1226,684,False
2368499593,67.0,7.01,82547220,1,2014-03-02 07:30:44,False,False,310437.2989418153,1,0,0.595581988105,True,10,10,0,4,44,122,0,15,45,40,5.30555555556,8.6,1177,701,False
2367858672,77.1,7.55,85342790,1,2014-03-02 00:29:08,False,False,495357.46046612645,1,0,0.578101071975,True,13,13,0,5,47,111,0,15,40,45,6.1724137931,9.1,1306,755,False
2361729229,67.25,7.4,126134247,1,2014-02-25 22:14:23,False,False,859344.1081048034,1,0,0.649122807018,True,14,14,0,8,36,85,0,15,45,40,6.66666666667,7.5,969,629,False
2353517850,68.45,7.37,81605490,1,2014-02-20 16:58:15,False,False,496175.8503274721,1,0,0.578492935636,True,13,13,0,3,48,154,0,10,60,30,6.63333333333,8.1,1274,737,False
2352098888,93.0,7.71,399384490,1,2014-02-19 18:39:50,False,False,13973098.142697148,1,0,0.580572289157,True,14,14,0,4,48,143,6,15,40,45,5.95,8.8,1328,771,False
2359857259,65.5,7.14,83139250,1,2014-02-24 18:02:49,False,False,690089.2599536871,1,0,0.580016246954,True,10,10,0,11,36,113,1,5,45,50,5375,9.2,1231,714,False
2385011341,65.55,6.44,407557760,1,2014-03-12 09:56:25,False,False,14094924.251599329,1,0,0.584392014519,True,13,13,0,5,51,106,6,5,60,35,7.40310077519,8.2,1102,644,False
2356067694,69.5,7.22,82695460,1,2014-02-22 09:15:12,False,False,441235.46525064146,1,0,0.57621707901,True,10,10,0,7,51,126,0,15,35,50,4.79411764706,8.9,1253,722,False
2380168394,75.65,7.32222222222,120953877,1,2014-03-09 09:08:40,False,False,847419.93719319,1,0,0.627619047619,True,11,11,0,7,30,90,0,10,50,40,5.06060606061,7.5,1050,659,False
2356107834,56.85,6.75,395928420,1,2014-02-22 09:52:07,False,False,10217893.259984884,1,0,0.583910034602,True,10,10,0,11,48,116,3,10,60,30,7.17,8.4,1156,675,False
2357321658,102.25,7.28,403670100,1,2014-02-23 02:59:12,False,False,15360020.130806632,1,0,0.598192276089,True,14,14,0,12,48,119,11,10,60,30,6.6015625,8.2,1217,728,False
2384415344,76.5,6.53333333333,121106833,1,2014-03-12 00:46:22,False,False,704423.1084672478,1,0,0.555240793201,True,9,9,0,7,39,90,0,20,50,30,6.48275862069,8.5,1059,588,False
2350980398,76.65,7.91,82237910,1,2014-02-19 02:17:50,False,False,524660.9675770536,1,0,0.592953523238,True,14,14,0,7,40,134,0,15,50,35,6.4,8.0,1334,791,False
2356114964,69.25,7.13,411380440,1,2014-02-22 09:55:57,False,False,13180071.470785901,1,0,0.56722354813,True,15,15,0,7,50,120,4,5,40,55,6.11678832117,8.5,1257,713,False
2360484738,78.25,7.36082474227,110596072,1,2014-02-25 04:20:18,False,False,977158.8869554377,1,0,0.585726004922,True,10,10,0,7,39,97,0,0,65,35,4.40476190476,8.5,1219,714,False
2359769258,65.35,7.07,83348110,1,2014-02-24 16:52:08,False,False,527520.5998545365,1,0,0.578559738134,True,12,12,0,9,33,106,0,15,40,45,5.77419354839,8.3,1222,707,False
2265992857,62.8,7.04,396562080,1,2013-12-28 14:32:15,False,False,8117990.960501254,1,0,0.579423868313,True,10,10,0,5,40,144,2,10,45,45,6.82857142857,8.5,1215,704,False
2349182467,97.35,7.96,419374510,1,2014-02-17 22:49:51,False,False,15019677.58023626,1,0,0.581446311176,True,11,11,0,5,48,293,7,25,30,45,6.24545454545,8.4,1369,796,False
2378322306,77.35,7.5487804878,518467524,1,2014-03-08 07:29:45,False,False,11408692.595355703,1,0,0.612265084075,True,15,15,0,6,28,82,3,10,40,50,7.38461538462,7.1,1011,619,False
2357134848,70.45,7.21,102393570,1,2014-02-23 00:07:33,False,False,677232.2861766467,1,0,0.561526479751,True,13,13,0,12,41,110,0,5,25,70,5.66666666667,7.3,1284,721,False
2384832716,91.1,6.93684210526,445514757,1,2014-03-12 07:12:51,False,False,15437565.336936697,1,0,0.578577699737,True,9,9,0,11,43,95,7,0,65,35,4.86538461538,8.7,1139,659,False
2385016405,51.6,6.91666666667,129591607,1,2014-03-12 10:01:37,False,False,728372.6765918855,1,0,0.552281368821,True,14,14,0,2,30,84,0,5,60,35,4.97058823529,7.5,1052,581,False
2351519568,115.1,7.7,412115660,1,2014-02-19 11:08:38,False,False,12585128.244959308,1,0,0.583775587566,True,12,12,0,13,44,142,13,0,55,45,14.7555555556,8.8,1319,770,False
2351728159,85.5,6.98,411435150,1,2014-02-19 13:50:41,False,False,14241354.131889993,1,0,0.629963898917,True,10,10,0,4,46,137,6,0,55,45,8.51,8.0,1108,698,False
2351185693,57.85,7.06,393281450,1,2014-02-19 05:29:09,False,False,8146451.678845645,1,0,0.572587185726,True,10,10,0,6,41,125,2,10,15,75,7.70192307692,7.3,1233,706,False
2359953097,95.6,7.88,411888250,1,2014-02-24 19:36:14,False,False,14616958.76287791,1,0,0.591591591592,True,14,14,0,5,52,133,6,20,35,45,5.88172043011,8.8,1332,788,False
2363606850,108.8,7.4,413477170,1,2014-02-27 04:16:14,False,False,15112001.610285874,1,0,0.574980574981,True,15,15,0,7,52,117,9,10,30,60,6.72077922078,8.3,1287,740,False
2351835457,68.0,7.4,83747530,1,2014-02-19 15:07:52,False,False,624052.7011253516,1,0,0.565749235474,True,9,9,0,11,37,134,0,20,40,40,5.58823529412,7.9,1308,740,False
2361777774,54.7,6.36470588235,126372976,1,2014-02-25 23:12:54,False,False,714600.4787403431,1,0,0.62980209546,True,14,14,0,6,38,85,0,5,45,50,4.91666666667,8.1,859,541,False
2358320191,67.1,7.42,83878770,1,2014-02-23 18:00:15,False,False,799280.7956817428,1,0,0.569018404908,True,12,12,0,9,37,118,0,10,50,40,5.35135135135,8.4,1304,742,False
2359533272,57.05,7.0,102394040,1,2014-02-24 13:51:05,False,False,777619.7636293139,1,0,0.586264656616,True,11,11,0,4,43,111,0,10,65,25,7.2,8.6,1194,700,False
2357901787,55.7,6.79,83590490,1,2014-02-23 11:57:28,False,False,636525.1622042211,1,0,0.6078782453,True,15,15,0,4,46,120,0,15,60,25,6.1935483871,8.7,1117,679,False
2366092718,62.5,6.13,105965400,1,2014-02-28 21:00:18,False,False,953715.5823987622,1,0,0.571828358209,True,13,13,0,9,38,101,0,15,35,50,4.02173913043,7.6,1072,613,False
2366503142,53.35,6.69,83213910,1,2014-03-01 04:19:31,False,False,510569.6045799829,1,0,0.578719723183,True,14,14,0,8,40,116,0,10,45,45,5.2,8.8,1156,669,False
2358835236,62.9,7.21686746988,129221722,1,2014-02-24 02:46:54,False,False,903897.2716814381,1,0,0.626569037657,True,11,11,0,6,33,83,0,15,50,35,5.02702702703,8.0,956,599,False
2382321048,54.05,6.58974358974,137719602,1,2014-03-10 15:46:33,False,False,831381.8300502048,1,0,0.616306954436,True,12,12,0,7,37,78,0,5,35,60,4.66666666667,7.8,834,514,False
2383276729,65.75,7.04494382022,122410865,1,2014-03-11 06:26:06,False,False,973238.8103232358,1,0,0.600574712644,True,10,10,0,3,39,89,0,0,50,50,4.66666666667,8.0,1044,627,False
2375209765,52.6,7.51648351648,119480802,1,2014-03-06 11:08:37,False,False,837247.4565808427,1,0,0.593235039029,True,14,14,0,5,27,91,0,15,45,40,5.02941176471,8.1,1153,684,False
2379106592,63.3,6.59036144578,129390843,1,2014-03-08 18:12:09,False,False,1132084.9782704744,1,0,0.59781420765,True,7,7,0,2,35,82,0,10,40,50,7.95652173913,8.5,915,547,False
2358275202,67.9,7.7,83365390,1,2014-02-23 17:28:43,False,False,454159.0004842467,1,0,0.580256217031,True,15,15,0,6,45,107,0,15,55,30,7.90476190476,9.3,1327,770,False
2361683048,61.6,6.93406593407,119003417,1,2014-02-25 21:37:33,False,False,637047.3963703073,1,0,0.602674307545,True,12,12,0,6,40,91,0,10,55,35,5625,7.7,1047,631,False
2372982972,67.05,7.33,83239560,1,2014-03-05 01:46:36,False,False,574240.8397006346,1,0,0.583134447096,True,12,12,0,10,43,109,0,10,35,55,6.72,8.7,1257,733,False
2359625274,57.4,7.06896551724,123299666,1,2014-02-24 14:59:43,False,False,752713.5941521367,1,0,0.608910891089,True,15,15,0,7,32,87,0,15,35,50,3.80952380952,8.0,1010,615,False
2356733293,93.2,6.99,423000480,1,2014-02-22 18:17:38,False,False,14132031.98673322,1,0,0.565076798707,True,13,13,0,6,40,117,5,15,35,50,6.69714285714,7.9,1237,699,False
2352975686,69.05,7.08,403798980,1,2014-02-20 09:18:45,False,False,10433024.060341524,1,0,0.554424432263,True,15,15,0,3,39,123,2,15,50,35,6.56994818653,7.9,1277,708,False
2353500097,72.6,7.16,422373080,1,2014-02-20 16:37:04,False,False,14283074.898004193,1,0,0.587848932677,True,15,15,0,4,41,121,6,5,65,30,10.1111111111,8.0,1218,716,False
2356775851,103.5,7.68,422370880,1,2014-02-22 18:53:20,False,False,16079997.657798328,1,0,0.58358662614,True,12,12,0,7,51,117,10,20,30,50,7.59574468085,8.5,1316,768,False
2364391710,76.05,6.52,104908580,1,2014-02-27 16:25:57,False,False,714345.937423548,1,0,0.565972222222,True,13,13,0,7,46,102,0,10,45,45,5.51515151515,8.9,1152,652,False
2374855375,54.65,7.40476190476,127810702,1,2014-03-06 05:12:26,False,False,701952.2086581304,1,0,0.632113821138,True,11,11,0,2,32,84,0,10,55,35,4.44186046512,8.8,984,622,False
2350216279,46.2,7.04,82015120,1,2014-02-18 14:37:05,False,False,277146.3930007524,1,0,0.550430023456,True,11,11,0,5,44,137,0,5,55,40,5.33333333333,7.1,1279,704,False
2353197312,65.8,6.72,84300310,1,2014-02-20 12:56:46,False,False,631657.8569237384,1,0,0.581818181818,True,10,10,0,4,46,131,0,25,40,35,5.6,7.5,1155,672,False
2357089274,50.8,6.67,107368120,1,2014-02-22 23:21:58,False,False,631909.3718334459,1,0,0.569598633646,True,13,13,0,2,41,101,0,10,50,40,5.37142857143,8.9,1171,667,False
