a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
231257304,123.65,9.35,634790,2,2010-12-28 01:32:48,False,False,4216.388650255097,0,100,0.597062579821,True,Armunho,7,1,0,0.0000177706168773472,0.000245826866803303,337636,0.000154012012937009,0.113154831199,11.8,1566,0.5970625798212,False
208913421,62.5,8.0,439307160,2,2010-10-28 05:07:29,False,False,4973624.432748045,0,1,0.655737704918,True,ArrahQ,6,1,0,0.0155945419103314,0.0422352176738142,1539,0.0181936322287199,0.901734104046,7.3,1220,0.655737704918033,False
229875064,73.4,6.62,199606510,3,2010-12-23 15:34:31,False,False,5106546.050855446,0,0,0.643343051506,True,ArthurKassel,12,1,0,0.0105820105820106,0.0811287477954145,1134,0.0158730158730159,3.34375,8.5,1029,0.643343051506317,False
341900539,74.3,8.09,31202320,1,2011-07-25 04:09:26,False,False,80587.2425316036,0,3,0.571327683616,True,alexandrialscot,15,1,0,0.0000848392296597947,0.00593874607618563,11787,0.00330872995673199,0.743295019157,9.3,1416,0.571327683615819,False
136245387,133.05,10.14,3644500,1,2010-04-23 11:51:49,False,False,9130.263202668366,0,41,0.49828009828,True,Aru_MUFC,8,0.375,0,0.000466586569305603,0.00116646642326401,85729,0.000443257240840322,0.302295918367,10.2,2035,0.498280098280098,False
745638440,62.85,5.01,87980440,2,2012-08-08 17:47:25,False,False,388424.1779027665,0,0,0.558528428094,True,_marclemore_,12,0.833333333333333,0,0.000118602858328886,0.00314297574571547,16863,0.00201624859159106,0.735483870968,9.2,897,0.558528428093645,False
1544322560,49.85,5.85,37198040,1,2013-06-24 23:21:19,True,False,184002.04222059602,0,0,0.672413793103,True,AshGoesDeep,11,1,0,0.0000539558641031636,0.00122299958633838,55601,0.000521573352997248,0.889212827988,8.3,870,0.672413793103448,False
119112245,87.55,7.5,1439835260,2,2010-03-02 18:16:46,True,False,20235772.788561665,0,0,0.627615062762,True,Ashleystrasburg,15,1,0,0.187675070028011,0.0364145658263305,357,0.198879551820728,1.82119205298,8.7,1195,0.627615062761506,False
368134512,69.95,6.75,37971140,2,2011-09-05 04:17:43,False,False,348933.4150608501,0,1,0.556930693069,True,Ashleywingender,15,1,0,0.000805477245267821,0.00553765606121627,9932,0.00161095449053564,2.52403846154,6.9,1212,0.556930693069307,False
2152052819,74.5,5.51,8361650,1,2013-10-25 04:33:13,False,False,10190.7052056028,0,28,0.5751565762,True,MobBarlay,9,1,0,0,0.00308026816452256,11038,0.00226490306214894,0.954545454545,7.6,958,0.575156576200417,False
634704287,54.8,5.35,543830540,2,2012-07-13 16:49:05,False,False,15176448.938073136,0,0,0.583424209378,True,AsmaMMostafa,12,1,0,0.000460900291903518,0.00614533722538024,6509,0.00583807036411123,0.453874538745,9.2,917,0.583424209378408,False
2557136665,84.05,8.55,15079190,2,2014-06-09 16:13:21,False,False,100861.37691717032,0,2,0.595403899721,True,AsumJessen,10,1,0,0.00153139356814701,0.00877070861756926,7183,0.00612557427258806,0.908536585366,9.5,1436,0.595403899721448,False
92999280,103.7,8.51,12604880,1,2009-11-27 16:26:54,False,False,96293.66271062441,0,1,0.610035842294,True,Atherworld,10,1,0,0.000323804237209733,0.00189656767508558,43236,0.000763252844851513,0.777777777778,10.2,1395,0.610035842293907,False
372835779,75.6,7.87,84527940,2,2011-09-13 14:17:41,False,False,586287.4549363989,0,0,0.621642969984,True,Auhbell,7,1,0,0.000812347684809098,0.0156376929325751,4924,0.00832656376929326,0.778711484594,9.5,1266,0.621642969984202,False
1858934186,65.15,6.73,51111100,1,2013-09-13 00:06:40,False,False,368563.9137104276,0,1,0.59295154185,True,AustinAvent,11,1,0,0.000201294997819304,0.00281812996947026,29807,0.00167745831516087,0.396248339973,9.0,1135,0.59295154185022,False
282427769,83.5,7.4,55340570,1,2011-04-15 05:48:11,True,False,415914.34931442316,0,0,0.590111642743,True,AustinC3,8,0.875,0.125,0.000754554274010995,0.00366497790233912,18554,0.0024792497574647,0.827195467422,9.6,1254,0.590111642743222,False
40219052,78.85,9.22,15465580,1,2009-05-15 11:10:24,False,False,60089.79363752217,0,1,0.599090318389,True,Malookiyat,10,1,0,0.000145074713477441,0.00095749310895111,34465,0.000899463223560133,0.860841423948,8.6,1539,0.599090318388564,False
1408912964,107.7,7.94,20009410,1,2013-05-06 22:58:56,True,False,152923.3009758405,0,1,0.530394121576,True,AveryThatsMe,12,1,0,0.000169808116827984,0.0147733061640346,5889,0.00798098149091527,1.49714285714,8.9,1497,0.530394121576486,False
777083114,59.65,6.86,10433610,1,2012-08-24 00:48:17,False,False,33328.263946536434,0,16,0.69014084507,True,AwesomeRalphJay,15,1,0,0.0000713266761768902,0.00189015691868759,28040,0.000677603423680457,0.587234042553,8.9,994,0.690140845070423,False
24080811,89.25,7.28,2168460,3,2009-03-13 00:16:06,False,False,36492.40327533938,0,2,0.613310867734,True,Awesomenezz,11,1,0,0.0000255226832847693,0.000314779760512155,235085,0.000280749516132463,0.0720600053576,10.7,1187,0.613310867733783,False
990963038,76.65,6.54,148739930,2,2012-12-05 13:37:51,False,False,4182487.8583560754,0,0,0.612359550562,True,AyGretel,8,1,0,0.0697674418604651,0.290697674418605,258,0.174418604651163,6.23529411765,9.5,1068,0.612359550561798,False
110928853,65.05,7.2,14625760,3,2010-02-03 07:01:41,False,False,146700.86949738915,0,2,0.648064806481,True,Ayu,3,1,0,0.0000933985878133523,0.00123286135913625,53534,0.000728508984944148,0.0159848564518,9.7,1111,0.648064806480648,False
2799099042,64.85,7.86,191990320,1,2014-09-09 03:43:19,True,False,1829516.2472367361,0,0,0.599542334096,True,BDubsJrII,9,1,0,0.00237201027871121,0.0106740462542004,5059,0.0106740462542004,1.18545454545,8.8,1311,0.59954233409611,False
400983194,91.25,8.23,17177820,1,2011-10-29 21:36:39,False,False,102284.10800075444,0,0,0.60381511372,True,BKurtB,6,1,0,0.00155387665434282,0.00466162996302845,18663,0.00332208112307775,0.585271317829,10.4,1363,0.603815113719736,False
14587971,93.7,8.29,437335800,2,2008-04-29 17:50:12,False,False,3123902.3399387547,0,0,0.613619541081,True,BRILLiantTV,11,1,0,0.03,0.0370588235294118,1700,0.0352941176470588,1.33542600897,9.7,1351,0.613619541080681,False
121976265,59.8,5.99,8657450,2,2010-03-11 05:53:44,False,False,27691.468403237486,0,17,0.620082815735,True,BabeAtSea,9,1,0,0.0000691802144586648,0.00325147007955725,28910,0.000795572466274645,1.49469964664,8.7,966,0.62008281573499,False
2914171005,67.3,5.6,428193120,3,2014-12-10 18:57:45,True,False,6332826.207994296,0,0,0.61135371179,True,BadGalDanique,13,1,0,0.014161220043573,0.0348583877995643,918,0.0294117647058824,1.04928131417,8.1,916,0.611353711790393,False
33764583,68.65,7.9,576932520,2,2009-04-21 01:55:15,False,False,3439665.490058305,0,0,0.607225211376,True,BaileyJaworski,14,1,0,0.00574052812858783,0.0183696900114811,2613,0.00841944125526215,0.975308641975,9.4,1301,0.607225211375865,False
420189045,58.6,5.76,512319980,3,2011-11-24 09:14:39,True,False,8202693.633207304,0,0,0.603773584906,True,BallForGOd24,12,0.833333333333333,0.166666666666667,0.00203078238563489,0.00502351432235998,9356,0.000748182984181274,1.08574277168,8.0,954,0.60377358490566,False
1668189836,84.9,9.1,4700960,1,2013-08-13 16:09:18,False,False,15111.40301428031,0,24,0.586340206186,True,BanaTwal,8,1,0,0.000530973451327434,0.00415929203539823,22600,0.00256637168141593,0.941176470588,8.3,1552,0.586340206185567,False
375299270,52.526315789473685,5.75,91395170,1,2011-09-17 21:43:34,False,False,1800269.017693817,0,0,0.573280159521,True,ThatOneTraveler,15,1,0,0.000593119810201661,0.012158956109134,3372,0.00326215895610913,2.6,7.6,1003,0.573280159521436,False
1465761582,44.45,4.77,50253540,2,2013-05-28 22:02:10,False,False,451287.1361731769,0,0,0.651639344262,True,Bann_Dot,8,0.5,0,0.0000568181818181818,0.00153409090909091,35200,0.000909090909090909,0.528375733855,7.5,732,0.651639344262295,False
44686891,113.95,10.48,435830,1,2009-06-04 18:49:14,False,False,265.70782355813316,0,100,0.58810325477,True,Barbie892,9,0.666666666666667,0.333333333333333,0.0000505360710925899,0.000380964228236447,257242,0.000139946043025633,0.981121898598,10.3,1782,0.588103254769921,False
33212890,127.8,8.82,10038690,1,2009-04-19 14:38:04,False,False,48280.47261947629,1,9,0.590756865372,True,ElisaDospina,12,1,0,0.000820008200082001,0.00240145258595443,34146,0.00108358226439407,0.107428514297,12.0,1493,0.590756865371735,True
39773427,85.35,7.54,596138220,3,2009-05-13 15:34:41,False,False,6771400.578590047,1,0,0.608555286521,True,Vladimir65,10,0.8,0.2,0.00131941480072956,0.00252241064845357,25769,0.00116418953005549,1.32786885246,10.2,1239,0.608555286521388,False
57007623,94.3,9.77,53206830,1,2009-07-15 12:55:03,False,False,489852.46503661433,1,0,0.61523929471,True,RafielaMorales,14,1,0,0.00304200304200304,0.00585000585000585,8547,0.00351000351000351,0.828920570265,10.5,1588,0.615239294710327,False
96435556,61.25,6.69,4111420,2,2009-12-12 22:53:04,False,False,27910.558441699082,1,13,0.637750238322,True,Marianocrt,10,1,0,0,0.0000795054759396553,50311,0.00174912047067242,1.70632911392,12.2,1049,0.637750238322212,False
177671726,98.0,9.83,1327042360,3,2010-08-12 19:31:28,False,False,24850197.03928816,1,0,0.570185614849,True,RobertoBoscaini,15,1,0,0.125,0.310606060606061,264,0.117424242424242,4.52173913043,10.3,1724,0.570185614849188,False
223945761,104.1,6.85,3313370,1,2010-12-07 19:08:04,False,False,10970.108745472855,1,25,0.407980941036,True,ilsaggiolibro,13,1,0,0,0,170893,0.000585161475309112,0.0185120502969,12.3,1679,0.407980941036331,False
237178034,76.3,8.71,34626030,1,2011-01-12 07:35:22,False,False,175120.15233332655,1,0,0.582998661312,True,Camillesr78,11,0.818181818181818,0.181818181818182,0.00119000396667989,0.00158667195557319,2521,0.000793335977786593,0.766695861616,10.9,1494,0.582998661311914,False
237201814,82.15,8.81,39672010,1,2011-01-12 09:18:38,False,False,179596.36059884398,1,0,0.592069892473,True,Adelabx71,9,0.777777777777778,0.222222222222222,0.00176991150442478,0.00176991150442478,2825,0.000707964601769912,1.1417498778,9.4,1488,0.592069892473118,False
237226175,92.75,9.31,40703970,1,2011-01-12 11:00:59,False,False,174758.11893846304,1,0,0.60651465798,True,Adelahu83,9,0.777777777777778,0.222222222222222,0.00110091743119266,0.00330275229357798,2725,0.00110091743119266,0.889108505998,9.8,1535,0.606514657980456,False
237234251,60.6,8.42,2212290,1,2011-01-12 11:31:54,False,False,2270.650469701481,1,0,0.580689655172,True,Giuliafranchi87,15,0.866666666666667,0.133333333333333,0.00452488687782805,0,1326,0.00150829562594268,0.792410571447,9.0,1450,0.580689655172414,False
240706202,88.36842105263158,8.68,37416030,1,2011-01-20 15:10:01,False,False,220834.54621749258,1,0,0.609550561798,True,ilpoetadel,10,1,0,0.000528262017960909,0.000396196513470681,7572,0.000528262017960909,1.17477023421,9.8,1424,0.609550561797753,False
260649579,62.9,5.89,28512010,1,2011-03-04 09:03:56,True,False,172583.91239176234,1,0,0.485572959604,True,iinokinji,9,1,0,0.00294437688024067,0,31246,0,0.0115511551155,11.7,1213,0.485572959604287,False
282659109,123.25,7.91,42413950,1,2011-04-15 16:57:53,False,False,350627.5854159616,1,0,0.380288461538,True,Sconton,7,1,0,0,0,65956,0.00150100066711141,0.280991735537,13.7,2080,0.380288461538462,False
299988118,65.26315789473684,5.62,351059440,1,2011-05-17 00:52:11,False,False,3518777.1355445576,1,0,0.536771728749,True,PeterLaliOK,11,1,0,0.000183553597650514,0.00156020558002937,10896,0.00156020558002937,4.87132352941,9.9,1047,0.536771728748806,False
327060670,107.85,8.72,617752300,3,2011-06-30 22:59:43,True,False,8020004.64345199,1,0,0.590785907859,True,Airolf,6,1,0,0.000180414231074547,0.0000721656924298189,27714,0.00339178754420149,0.860038069645,11.0,1476,0.590785907859079,False
336996257,125.25,11.48,786120,1,2011-07-17 08:10:34,False,False,2296.2756890234236,1,100,0.688662267546,True,RosannaMarani,13,1,0,0.000153534844536128,0.000314943270843339,254014,0.00024801782578913,0.161873156342,11.3,1667,0.688662267546491,False
357536147,135.05,10.92,55333340,1,2011-08-18 14:33:51,False,False,300272.34998612094,1,0,0.612450925407,True,ipgwarehouse,12,1,0,0.241558441558442,0.0623376623376623,385,0.251948051948052,0.260717846461,13.7,1783,0.612450925406618,False
393927847,107.0,15.0,0,1,2011-10-19 09:26:05,False,False,0.0,1,0,0.833333333333,True,ClaudiaMora84,13,0.846153846153846,0.153846153846154,0.024390243902439,0.024390243902439,41,0,0.688111888112,0,18,0.833333333333333,False
418501358,96.4,8.6,82874090,1,2011-11-22 07:44:43,False,False,2023294.519545872,1,0,0.595567867036,True,Nataledestro,12,1,0,0.00314218381775334,0.000785545954438335,1273,0,0.857540016849,9.7,1444,0.595567867036011,False
421987528,87.2,7.12,447659130,2,2011-11-26 17:12:31,False,False,4079733.1326717176,1,0,0.642019837692,True,PaolaGattini1,13,0.923076923076923,0.0769230769230769,0.00294985250737463,0.00884955752212389,5424,0.0110619469026549,1.85620915033,12.0,1109,0.642019837691614,False
430928749,131.3,10.47,6317920,1,2011-12-07 18:34:34,False,False,39249.880482111024,1,11,0.589195272932,True,GiardinoIllumin,15,1,0,0,0,53410,0.0018723085564501,0.027397260274,13.4,1777,0.589195272931908,False
434722849,93.7,8.66,49361970,1,2011-12-12 07:02:50,False,False,186683.76111408297,1,0,0.598479612992,True,GiulioAdriani,13,1,0,0.00188323917137476,0.00225988700564972,2655,0.00112994350282486,1.15633213278,10.2,1447,0.598479612992398,False
434727810,90.05263157894737,8.57,923160590,2,2011-12-12 07:14:18,False,False,34644640.80250886,1,0,0.600981767181,True,CristianoMinima,15,1,0,0.00437375745526839,0.00318091451292247,2515,0.00318091451292247,0.898736564209,9.8,1426,0.600981767180926,False
434728619,94.5,9.05,175693940,2,2011-12-12 07:16:17,False,False,5135790.640417061,1,0,0.602931379081,True,Addisonohy,10,1,0,0.00417457305502846,0.00227703984819734,2635,0.00341555977229602,0.851776083318,9.5,1501,0.602931379080613,False
434729769,87.05,8.71,37025970,1,2011-12-12 07:19:06,False,False,158917.21053020027,1,0,0.588116137745,True,IsaccoTombo,11,1,0,0.00219699743683632,0.00146466495789088,2731,0.000732332478945441,1.14680347277,9.8,1481,0.588116137744767,False
434742028,89.85714285714286,9.3,958646630,2,2011-12-12 07:48:38,False,False,24312912.309932593,1,0,0.593112244898,True,miriamamm58,11,0.818181818181818,0.181818181818182,0.00443655723158829,0.000887311446317658,1127,0,0.788868445262,9.4,1568,0.593112244897959,False
434756188,93.71428571428571,8.71,8326670,1,2011-12-12 08:22:53,False,False,3523.8148861767436,1,0,0.596984235778,True,MarissaCastani,14,1,0,0.0043731778425656,0,1372,0.000728862973760933,0.655105803846,9.5,1459,0.59698423577793,False
434775697,94.5,9.09,447885350,2,2011-12-12 09:07:23,False,False,12001200.980043774,1,0,0.57495256167,True,gianlucamasto,13,1,0,0.0028116213683224,0.000937207122774133,1067,0.00187441424554827,0.682713122359,9.2,1581,0.574952561669829,False
434790178,85.75,8.86,609019040,2,2011-12-12 09:39:24,False,False,24714555.85023992,1,0,0.595030221625,True,AlbertoJena,11,1,0,0.00278330019880716,0.00318091451292247,2515,0.00318091451292247,0.884778953615,9.7,1489,0.595030221625252,False
434792369,86.75,8.96,949764360,2,2011-12-12 09:44:09,False,False,39449591.24361539,1,0,0.592200925314,True,AsiaMariaV,10,1,0,0.000821692686935086,0.00944946589975349,2434,0.0028759244042728,0.882983283326,11.0,1513,0.592200925313946,False
434795107,88.55,8.94,41796010,1,2011-12-12 09:50:03,False,False,258289.96651070286,1,0,0.586229508197,True,Albertone874,12,0.75,0.25,0.00187265917602996,0.00299625468164794,2670,0.00187265917602996,0.91717791411,9.7,1525,0.586229508196721,False
458941316,51.22222222222222,6.28,54805610,1,2012-01-09 03:32:48,False,False,386239.5567671948,1,0,0.56678700361,True,CourtneyAnne333,15,0.8,0.2,0,0.00976361767728674,1946,0.0118191161356629,3.38686131387,6.7,1108,0.566787003610108,False
465303273,0,0,0,0,2012-01-16 06:07:48,False,False,0,1,0,0,True,VivigreenIT,11,1,0,0,0,0,0,1.11104852338,0,0,0,False
465306140,89.15,9.36,38322060,1,2012-01-16 06:13:22,False,False,183004.6405205275,1,0,0.598848368522,True,CinziaProtetto,14,1,0,0.00133214920071048,0.0044404973357016,2252,0.00044404973357016,1.13917564615,9.7,1563,0.598848368522073,False
465318952,119.3,9.67,6239340,2,2012-01-16 06:39:15,False,False,36706.68432996911,1,13,0.643808255659,True,OltreNotizia,12,1,0,0.0354609929078014,0.125295508274232,423,0.193853427895981,0.734925229137,12.7,1502,0.643808255659121,False
465319501,0,0,0,0,2012-01-16 06:40:15,False,False,0,1,0,0,True,GiornaleVerde,13,1,0,0,0,0,0,1.0625875105,0,0,0,False
465320112,87.15,8.62,46674030,1,2012-01-16 06:41:32,False,False,303711.3212250903,1,0,0.604064470918,True,RoccoDiamantoni,15,1,0,0.000278318953520735,0.00222655162816588,3593,0.00055663790704147,1.10524538496,9.6,1427,0.60406447091801,False
465323815,53.0,6.7,334287580,1,2012-01-16 06:49:06,False,False,69452.56941928067,1,0,0.583115752829,True,DiegoSimeoni78,14,0.857142857142857,0.142857142857143,0.000662910175671197,0.00265164070268479,3017,0.0145840238647663,1.03747743922,11.3,1149,0.583115752828547,False
465325040,89.4375,9.09,10707680,1,2012-01-16 06:51:44,False,False,55288.25425271176,1,0,0.597240473062,True,GabryPrimonti,13,1,0,0.00749063670411985,0,801,0.00249687890137328,1.05991100752,9.7,1522,0.597240473061761,False
465325633,82.75,8.74,36527980,1,2012-01-16 06:52:53,False,False,192502.86962855252,1,0,0.599451303155,True,LuciaSale,9,1,0,0.000546448087431694,0.00136612021857923,3660,0.000273224043715847,1.08200226387,9.7,1458,0.599451303155007,False
465328572,79.15,9.24,38015980,1,2012-01-16 06:58:59,False,False,163093.051239921,1,0,0.569667077682,True,GaiaDaspo,9,1,0,0.00117474302496329,0.00352422907488987,3405,0.00117474302496329,1.08477565869,9.6,1622,0.569667077681874,False
465338328,0,0,0,0,2012-01-16 07:19:21,False,False,0,1,0,0,True,AugustoBarbocci,15,1,0,0,0,0,0,1.00700280112,0,0,0,False
465343577,99.0,8.77,44464810,1,2012-01-16 07:30:23,False,False,508127.3616165439,1,0,0.591368846932,True,LunaNavelli,11,1,0,0.00244631693394944,0.00190269094862734,3679,0.000815438977983148,1.10188880021,10.5,1483,0.591368846931895,False
465349136,94.35,9.91549295775,1661319338,1,2012-01-16 07:41:56,False,False,134037.80160723318,1,0,0.652455977757,True,PrimaPaginaWeb,14,1,0,0.733333333333333,0.946666666666667,75,0.426666666666667,0.704937897607,12.2,1079,0.652455977757183,False
465352631,0,0,0,0,2012-01-16 07:49:10,False,False,0,1,0,0,True,MarikaLicudi,12,1,0,0,0,0,0,1.03307790549,0,0,0,False
465360460,0,0,0,0,2012-01-16 08:05:23,False,False,0,1,0,0,True,MaxPupini,9,1,0,0,0,0,0,1.09794539825,0,0,0,False
465367288,0,0,0,0,2012-01-16 08:19:23,False,False,0,1,0,0,True,AdryNonosonoio,14,1,0,0,0,0,0,1.04812658466,0,0,0,False
465369276,116.1,9.46268656716,1760357089,1,2012-01-16 08:23:17,False,False,154032.53155294823,1,0,0.628968253968,True,AboutNewsIT,11,1,0,0.73972602739726,0.917808219178082,73,0.794520547945205,0.754222635989,13.3,1008,0.628968253968254,False
465372408,0,0,0,0,2012-01-16 08:29:38,False,False,0,1,0,0,True,MarzioDolini,12,1,0,0,0,0,0,1.00088581092,0,0,0,False
465373317,97.8,9.29,48252700,1,2012-01-16 08:31:27,False,False,507760.09673245053,1,0,0.594369801663,True,MichelaLancinin,15,1,0,0.00193744810406864,0.00166066980348741,3613,0.00138389150290617,0.794881305638,10.1,1563,0.594369801663468,False
465373507,85.55,8.64,45246050,1,2012-01-16 08:31:52,False,False,335350.2122294841,1,0,0.626540971719,True,LucioDabioni,12,1,0,0.00139938427092079,0.00223901483347327,3573,0.00167926112510495,1.11525704809,10.1,1379,0.626540971718637,False
465374176,0,0,0,0,2012-01-16 08:33:09,False,False,0,1,0,0,True,MattiaNodini,12,1,0,0,0,0,0,0.96464169552,0,0,0,False
465375874,0,0,0,0,2012-01-16 08:36:17,False,False,0,1,0,0,True,GennarioGiuli,13,1,0,0,0,0,0,1.11335343694,0,0,0,False
465376231,126.05,10.1803278689,26828803,1,2012-01-16 08:36:58,False,False,173441.7913025217,1,0,0.644859813084,True,YourNewsItalia,14,1,0,0.538461538461538,0.938461538461538,65,0.676923076923077,0.81150587186,12.7,963,0.644859813084112,False
465376509,78.45,8.29,41663960,1,2012-01-16 08:37:30,False,False,323985.32569875364,1,0,0.587943262411,True,SimonaBarini,12,1,0,0.00111982082866741,0.000559910414333707,3572,0.000279955207166853,1.0721415608,10.0,1410,0.587943262411348,False
465378609,94.95,8.89,40896020,1,2012-01-16 08:41:48,False,False,263895.2910204349,1,0,0.555625,True,MaurizioTorrino,15,1,0,0.000804936946605849,0.000536624631070566,3727,0,1.1229739777,9.8,1600,0.555625,False
465378983,98.84210526315789,10.935483871,1107052225,2,2012-01-16 08:42:34,False,False,8761445.585586574,1,0,0.733766233766,True,MarcoStrugi,11,1,0,0.00851788756388416,0.0528109028960818,587,0.0119250425894378,0.941547049442,10.6,462,0.733766233766234,False
465387088,84.6,9.29,49864380,1,2012-01-16 08:58:16,False,False,467082.1821618199,1,0,0.619746497665,True,FabioRitozzi,12,1,0,0.00198976691301876,0.0022740193291643,3518,0.00113700966458215,1.04210648417,10.3,1499,0.61974649766511,False
465387671,91.6,8.82,48330050,1,2012-01-16 08:59:29,False,False,223076.40609729997,1,0,0.593140551446,True,MarcelloGarardi,15,1,0,0.000801496126102057,0.00187015762757147,3743,0.000534330750734705,1.09610814023,10.0,1487,0.593140551445864,False
465392383,91.5,8.26,51360020,1,2012-01-16 09:08:44,False,False,373453.1716512091,1,0,0.568479008947,True,AlessiaSperosi,14,1,0,0.00181159420289855,0.0010351966873706,3864,0.0005175983436853,0.851833498513,8.7,1453,0.568479008947006,False
465393290,96.7,8.57,58034550,1,2012-01-16 09:10:26,False,False,511843.5593512338,1,0,0.579445571332,True,RenzoMeravigli,14,1,0,0.000277008310249308,0.00110803324099723,3610,0.000554016620498615,1.08645908762,9.2,1479,0.579445571331981,False
465398499,123.65,9.74242424242,1787187030,1,2012-01-16 09:20:26,False,False,180678.2232278907,1,0,0.665631469979,True,WWWNotizie,10,1,0,0.565217391304348,0.956521739130435,69,0.768115942028985,0.814052360707,12.4,966,0.665631469979296,False
465399263,138.0,15.25,14571107750,2,2012-01-16 09:21:53,False,False,58276089.404737,1,0,0.818791946309,True,NotizieEtc,10,1,0,0.357142857142857,0.571428571428571,14,0.357142857142857,0.908519553073,13.0,149,0.818791946308725,False
465399558,108.52631578947368,10.08,823500010,1,2012-01-16 09:22:29,False,False,5170269.025401696,1,0,0.602510460251,True,MauraSelliero,13,1,0,0.0159574468085106,0.0886524822695035,1128,0.0177304964539007,1.047823219,10.5,1673,0.602510460251046,False
465402069,0,0,0,0,2012-01-16 09:27:40,False,False,0,1,0,0,True,greeneconomy24,14,0.857142857142857,0.142857142857143,0,0,0,0,1.01910598414,0,0,0,False
465403330,89.33333333333333,9.43,12431440,1,2012-01-16 09:30:17,False,False,37698.81356128981,1,0,0.590852130326,True,MaddalenaCioli,14,1,0,0.00636132315521628,0,786,0.00127226463104326,1.03340517241,10.3,1596,0.590852130325815,False
465405613,91.65,9.04,55552410,1,2012-01-16 09:35:02,False,False,554812.3612734737,1,0,0.587394411956,True,DanieleUrtani,13,1,0,0.00277315585135885,0.00249584026622296,3606,0.00138657792567942,1.09322399655,10.4,1539,0.587394411955815,False
465418896,93.25,9.1,36834020,1,2012-01-16 10:01:55,False,False,232513.34057363248,1,0,0.587096774194,True,GiulianoAmianto,15,1,0,0.000543773790103317,0.000815660685154976,3678,0.000815660685154976,1.08827694729,9.5,1550,0.587096774193548,False
465421036,104.35,9.18,40701970,1,2012-01-16 10:06:06,False,False,495856.12537609134,1,0,0.585459183673,True,TeresaBenci,11,1,0,0.00290135396518375,0.00241779497098646,4136,0.00145067698259188,0.964914793069,10.7,1568,0.585459183673469,False
465426060,0,0,0,0,2012-01-16 10:16:16,False,False,0,1,0,0,True,GiuseppeLobini,14,1,0,0,0,0,0,1.0046741453,0,0,0,False
465428761,0,0,0,0,2012-01-16 10:21:36,False,False,0,1,0,0,True,MauroMonilli,12,1,0,0,0,0,0,1.07853708291,0,0,0,False
465429916,86.7,9.18,38130000,1,2012-01-16 10:23:49,False,False,280400.83077302034,1,0,0.578449905482,True,GiovannaLimo,12,1,0,0.00112485939257593,0.000562429696287964,3556,0.000562429696287964,1.0347107438,8.7,1587,0.578449905482042,False
465431259,85.36842105263158,8.97,15681460,1,2012-01-16 10:26:34,False,False,156290.46161994006,1,0,0.584745762712,True,MartaForeghini,14,1,0,0.00213903743315508,0.00106951871657754,935,0.00106951871657754,1.05035577449,9.6,1534,0.584745762711864,False
465434130,92.2,8.92,38160030,1,2012-01-16 10:32:16,False,False,240173.9062682289,1,0,0.586456278764,True,MarziaGenovesi,14,1,0,0.000270489586150933,0.00108195834460373,3697,0.000270489586150933,1.03912659346,9.4,1521,0.586456278763971,False
465435993,96.35,10.0606060606,36935712,1,2012-01-16 10:35:47,False,False,126146.16872591691,1,0,0.660696517413,True,TgNewsWeb,9,1,0,0.716417910447761,0.985074626865672,67,0.388059701492537,0.724252491694,12.1,1005,0.660696517412935,False
465437206,89.8,9.44,12809950,1,2012-01-16 10:38:00,False,False,65340.0817109988,1,0,0.600127145582,True,MarisaGrecacci,14,1,0,0.00918635170603675,0,762,0,1.04372842348,9.9,1573,0.600127145581691,False
466109264,88.15,8.54,47597540,1,2012-01-17 02:24:52,False,False,429310.83133388334,1,0,0.614830813535,True,FedericaCiello,14,1,0,0.00364963503649635,0.00252667040988209,3562,0.00224592925322852,1.0499795501,11.0,1389,0.614830813534917,False
466110228,0,0,0,0,2012-01-17 02:26:17,False,False,0,1,0,0,True,MaryBinocco,11,1,0,0,0,0,0,1.01015050753,0,0,0,False
466116893,92.3,8.46,48785860,1,2012-01-17 02:36:26,False,False,255704.1393187838,1,0,0.561752988048,True,TinaGeremiani,13,1,0,0.000856408792463603,0.00114187838995147,3503,0.000285469597487868,1.10028689036,9.6,1506,0.561752988047809,False
466121357,133.4,11.06,21653470,1,2012-01-17 02:43:33,False,False,133325.2502077532,1,4,0.584875727129,True,FlashNotizie,12,1,0,0.302884615384615,0.480769230769231,208,0.201923076923077,0.900065832785,12.3,1891,0.584875727128503,False
466124519,84.4,9.39,40326010,1,2012-01-17 02:48:47,False,False,253228.15070937513,1,0,0.610533159948,True,EllaMoriace,11,1,0,0.00166389351081531,0.00124792013311148,2404,0.000415973377703827,1.03118221258,9.5,1538,0.610533159947984,False
466126074,50.0,9.0,0,1,2012-01-17 02:51:22,False,False,0.0,1,0,1.0,True,ChrisPoccio,11,1,0,0,0,5,0,0.96026850508,8.8,9,1,False
466131055,0,0,0,0,2012-01-17 02:58:57,False,False,0,1,0,0,True,Liaberardini,12,1,0,0,0,0,0,1025,0,0,0,False
