a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
44698831,66.0,4.61,26584550,1,2009-06-04 19:38:04,True,False,310801.22496893414,1,0,0.60182767624,True,11,11,0,2,1,309,90,10,50,40,1.46454767726,11.4,766,461,False
45497562,36.0,4.0,0,1,2009-06-08 04:12:57,True,False,0.0,1,0,1.0,True,7,3,2,0,0,1,1,0,0,100,3.66091954023,8.8,4,4,False
45564759,94.6,8.33333333333,3157305666,2,2009-06-08 13:32:05,False,False,36473304.49642277,1,0,0.683371298405,True,10,10,0,9,7,36,32,0,85,15,2.53571428571,10.6,439,300,False
45804432,37.0,5.0,0,1,2009-06-09 09:48:31,True,False,0.0,1,0,1.0,True,12,7,3,0,0,1,1,0,0,100,4.94444444444,3.1,5,5,False
46043491,75.75,1.74,98218930,2,2009-06-10 05:11:50,True,False,1011179.3611270888,1,0,0.125360230548,True,14,8,0,0,0,257,100,80,10,10,1.95690747782,8.6,1388,174,False
46316753,34.0,4.0,0,1,2009-06-11 04:44:39,True,False,0.0,1,0,1.0,True,13,8,3,0,0,1,1,0,100,0,5.27272727273,8.8,4,4,False
46322170,39.0,4.0,0,1,2009-06-11 05:22:05,True,False,0.0,1,0,1.0,True,9,4,3,0,0,1,1,0,100,0,4.89075630252,3.1,4,4,False
46408524,128.4,10.6329113924,197053329,1,2009-06-11 15:18:09,True,False,5006953.257544987,1,0,0.443974630021,True,15,15,0,1,4,79,19,5,10,85,1.17216332941,8.4,1892,840,False
46810284,67.5,9.5,3797393000,2,2009-06-13 02:53:59,False,False,3797393.0,1,0,0.95,True,10,10,0,0,0,21,2,50,50,0,0.00210010500525,9.7,20,19,False
46874389,77.8,3.34,230352900,1,2009-06-13 12:02:29,False,False,2935866.426503597,1,0,0.295313881521,True,13,7,0,3,2,767,71,0,100,0,3.05412371134,9.6,1131,334,False
47015574,42.0,6.0,0,1,2009-06-14 02:36:25,True,False,0.0,1,0,1.0,True,11,6,3,0,0,1,1,0,0,100,5.33928571429,8.8,6,6,False
47023408,36.0,6.0,0,1,2009-06-14 03:24:56,True,False,0.0,1,0,1.0,True,12,7,3,0,0,1,1,0,100,0,4.50862068966,3.1,6,6,False
47678112,124.85714285714286,10.7857142857,13564785,1,2009-06-16 17:09:03,True,False,48742.87489118962,1,0,0.491856677524,True,15,15,0,0,0,14,6,21,21,57,1.29322610578,7.5,307,151,False
47731919,89.0,11.3333333333,4060879333,1,2009-06-16 20:13:08,False,False,4982507.617081249,1,0,0.944444444444,True,12,12,0,1,1,3,3,0,0,100,1.41941941942,9.7,36,34,False
47799788,75.15,7.41,13058480,1,2009-06-17 01:05:19,False,False,172938.30843143893,1,0,0.563069908815,True,7,7,0,32,56,2095,7,5,85,10,1.84197828709,8.7,1316,741,False
47891113,33.0,4.0,0,1,2009-06-17 07:42:20,True,None,0.0,1,0,1.0,True,12,7,3,0,0,1,1,0,100,0,6.5,3.1,4,4,False
48007897,64.4,3.46,147858130,1,2009-06-17 16:02:43,False,False,5073375.3827386,1,0,0.308928571429,True,12,12,0,0,6,277,88,0,65,35,3.24225352113,8.9,1120,346,False
48385665,122.15789473684211,12.5714285714,9644240619,2,2009-06-18 15:35:56,False,False,70694291.05638497,1,0,0.819875776398,True,15,13,2,5,15,22,20,10,63,26,5.3896713615,10.9,322,264,False
48712444,64.36842105263158,6.38,1798807720,3,2009-06-19 14:00:52,False,False,79724093.85444443,1,0,0.590740740741,True,13,13,0,37,35,3863,29,0,100,0,0.751109701966,9.5,1080,638,False
48957307,62.0,5.33333333333,426429666,1,2009-06-20 07:58:16,True,False,559603.1586760588,1,0,1.0,True,15,10,5,0,0,3,2,0,66,33,9.528,10.1,16,16,False
48959912,83.75,4.35,277809140,2,2009-06-20 08:17:05,False,False,191054.77865261576,1,0,0.337209302326,True,9,8,1,0,2,245,67,0,30,70,2.3921302578,10.7,1290,435,False
48972661,64.66666666666667,6.0,425168333,1,2009-06-20 09:58:27,True,False,557725.4223231676,1,0,1.0,True,14,6,4,0,0,3,2,0,66,33,9.56923076923,8.1,18,18,False
49195364,60.333333333333336,5.33333333333,403957000,1,2009-06-21 02:06:31,True,None,528243.7122265527,1,0,0.888888888889,True,15,10,5,0,0,3,2,0,33,66,8.66,7.8,18,16,False
49196059,69.0,8.5,499461000,1,2009-06-21 02:09:25,True,False,499461.0,1,0,0.944444444444,True,15,10,5,0,0,2,2,0,0,100,7.23033707865,6.4,18,17,False
49198668,71.66666666666667,8.33333333333,402528666,1,2009-06-21 02:19:33,True,False,526240.7481606368,1,0,1.0,True,15,10,5,0,0,3,2,0,66,33,8.76397515528,8.8,25,25,False
49215390,58.5,7.5,506914000,1,2009-06-21 03:19:30,True,False,506914.0,1,0,1.0,True,15,10,5,0,0,2,2,0,100,0,9.1067961165,7.2,15,15,False
49233584,60.0,8.33333333333,320495333,1,2009-06-21 04:40:31,True,False,422720.6340538499,1,0,0.961538461538,True,14,10,4,0,0,3,3,0,66,33,7.58,6.7,26,25,False
49255053,86.66666666666667,10.6666666667,322669333,1,2009-06-21 06:45:30,True,False,425786.98946173646,1,0,0.864864864865,True,15,10,5,0,0,3,3,0,33,66,8.46892655367,7.4,37,32,False
49270232,73.33333333333333,10.6666666667,321796000,1,2009-06-21 08:26:55,True,False,424104.2394791901,1,0,1.0,True,15,10,5,0,0,3,3,33,33,33,9.6644295302,6.7,32,32,False
49479291,70.5,10.5,702295500,1,2009-06-22 00:28:29,True,False,702295.5,1,0,1.0,True,15,10,5,0,0,2,2,0,0,100,7.83018867925,10.1,21,21,False
49499359,86.0,11.5,703768000,1,2009-06-22 01:54:13,True,False,703768.0,1,0,1.0,True,15,10,5,0,0,2,2,0,0,100,9.62773722628,8.1,23,23,False
49540321,76.7,3.29,1203917530,4,2009-06-22 04:50:04,False,False,26979536.742907684,1,0,0.835025380711,True,9,9,0,0,25,361,6,0,100,0,2.58799171843,6.6,394,329,False
49549560,53.666666666666664,6.0,443268666,1,2009-06-22 05:43:24,True,None,547937.2766204379,1,0,0.9,True,15,10,5,0,0,3,3,0,0,100,10.0128205128,8.8,20,18,False
49588893,63.5,6.5,405756500,1,2009-06-22 10:08:20,True,False,405756.5,1,0,1.0,True,15,7,5,0,0,2,2,0,0,100,9.1963190184,8.8,13,13,False
49659791,77.0,11.0,404022500,1,2009-06-22 15:23:42,True,False,404022.5,1,0,1.0,True,15,4,1,0,0,2,2,0,0,100,8.84403669725,6.4,22,22,False
49669394,45.5,5.0,400465000,1,2009-06-22 15:55:02,True,False,400465.0,1,0,1.0,True,14,5,4,0,0,2,2,0,50,50,8.26829268293,6.4,10,10,False
49692722,66.0,8.5,405339500,1,2009-06-22 17:11:51,True,False,405339.5,1,0,0.944444444444,True,15,6,9,0,0,2,2,0,0,100,9.87755102041,10.1,18,17,False
49772550,65.0,9.0,402719500,1,2009-06-22 21:29:00,True,False,402719.5,1,0,1.0,True,15,10,5,0,0,2,2,0,0,100,9.78,7.8,18,18,False
49949709,76.0,11.0,238363000,1,2009-06-23 11:24:05,True,False,238363.0,1,0,1.0,True,14,10,4,0,0,2,2,50,0,50,7.10714285714,7.8,22,22,False
50346336,64.15789473684211,5.57,2010172530,2,2009-06-24 16:05:47,False,False,68475619.85862435,1,0,0.463394342762,True,10,4,0,14,29,517,57,0,94,5,0.585106382979,10.2,1202,557,False
50845426,76.7,5.7037037037,764740851,2,2009-06-26 00:42:57,False,False,10461410.879397718,1,0,0.553956834532,True,7,7,0,3,43,54,12,0,100,0,1.0625,9.9,556,308,False
51311653,51.333333333333336,7.0,220917000,1,2009-06-27 02:03:34,True,False,270929.0695698784,1,0,1.0,True,14,1,1,0,0,3,3,33,33,33,7.85123966942,7.8,21,21,False
51571349,91.65,4.61,175029320,3,2009-06-27 22:08:40,False,False,6205604.229713997,1,0,0.363851617995,True,9,9,0,68,32,37040,39,0,65,35,1.13420496058,8.8,1267,461,False
51872114,113.45,1.77,9255300,1,2009-06-28 22:51:24,True,None,61303.44543112972,1,0,0.110143123833,True,15,15,0,0,0,2644,90,0,50,50,1.22904816079,10.3,1607,177,False
51892953,34.0,2.66666666667,234952333,1,2009-06-29 00:16:03,True,False,290505.8438184449,1,0,0.888888888889,True,15,10,5,0,0,3,3,0,33,66,7.82666666667,7.8,9,8,False
51905951,34.5,2.5,217387500,1,2009-06-29 01:11:51,True,False,217387.5,1,0,0.833333333333,True,15,10,5,0,0,2,2,0,50,50,7.5487804878,8.8,6,5,False
52039977,33.0,2.5,213461000,1,2009-06-29 12:23:05,True,False,213461.0,1,0,0.833333333333,True,15,10,5,0,0,2,2,0,100,0,8.16901408451,0,6,5,False
52043740,34.0,2.5,213384500,1,2009-06-29 12:40:36,True,False,213384.5,1,0,0.833333333333,True,15,3,6,0,0,2,2,0,50,50,7.15476190476,8.8,6,5,False
52259836,56.0,5.61290322581,737144612,5,2009-06-30 01:32:05,False,False,2944899.1878528283,1,0,0.531027466938,True,7,4,0,16,9,93,59,5,85,10,3.16751269036,10.1,983,522,False
52558319,93.36842105263158,7.69696969697,4653140151,3,2009-06-30 23:25:12,False,False,39374670.60787078,1,0,0.679144385027,True,9,9,0,4,13,34,5,0,78,21,0.864864864865,8.5,374,254,False
52620061,41.0,6.0,0,1,2009-07-01 03:30:14,True,False,0.0,1,0,1.0,True,11,6,2,0,0,1,1,0,0,100,6.94871794872,8.8,6,6,False
52857699,52.0,6.0,262631500,1,2009-07-01 21:30:32,True,False,262631.5,1,0,1.0,True,13,13,0,0,0,2,2,0,50,50,7.86666666667,3.1,12,12,False
52948027,67.5,10.0,258439500,1,2009-07-02 03:00:01,True,False,258439.5,1,0,1.0,True,13,13,0,0,0,2,2,0,0,100,10.3089430894,3.1,20,20,False
52975492,116.15,9.4,1072650250,3,2009-07-02 05:00:30,False,False,14006299.177666744,1,0,0.58024691358,True,12,12,0,22,80,1425,72,0,60,40,0.267759562842,10.8,1620,940,False
52996113,79.35,5.11,56519630,1,2009-07-02 06:54:25,False,False,385167.0890174159,1,0,0.464968152866,True,15,15,0,2,0,6761,100,10,60,30,0.998352214212,8.8,1099,511,False
53029957,30.0,4.0,0,1,2009-07-02 10:44:52,True,False,0.0,1,0,1.0,True,9,4,2,0,0,1,1,0,100,0,5.86274509804,3.1,4,4,False
53057021,83.1,7.70666666667,314734333,1,2009-07-02 13:08:18,False,False,2517489.080702486,1,0,0.615548455804,True,10,10,0,6,42,75,14,0,85,15,5.48648648649,8.5,939,578,False
53261043,37.0,6.0,0,1,2009-07-03 02:01:39,True,False,0.0,1,0,1.0,True,10,5,2,0,0,1,1,0,100,0,4.77966101695,3.1,6,6,False
53652229,39.0,5.0,0,1,2009-07-04 11:40:51,True,False,0.0,1,0,1.0,True,11,6,2,0,0,1,1,0,100,0,5.87234042553,3.1,5,5,False
53714790,36.0,3.0,0,1,2009-07-04 17:18:33,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,0,100,5.44444444444,0,3,3,False
53780486,34.0,3.0,0,1,2009-07-04 22:48:38,True,False,0.0,1,0,1.0,True,15,3,1,0,0,1,1,0,0,100,5.6511627907,0,3,3,False
53780726,33.0,3.0,0,1,2009-07-04 22:50:02,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,100,0,6.175,0,3,3,False
53781542,34.0,3.0,0,1,2009-07-04 22:54:24,True,False,0.0,1,0,1.0,True,15,3,1,0,0,1,1,0,100,0,8.53571428571,0,3,3,False
53783352,34.0,3.0,0,1,2009-07-04 23:04:13,True,None,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,0,100,7.33333333333,3.1,3,3,False
53784356,34.0,3.0,0,1,2009-07-04 23:10:20,True,False,0.0,1,0,1.0,True,15,3,1,0,0,1,1,0,0,100,6.72222222222,3.1,3,3,False
53792078,56.75,4.3125,8244212437,3,2009-07-04 23:56:14,False,False,32843157.081246674,1,0,0.663461538462,True,12,12,0,5,2,16,14,0,75,25,1.07843137255,11.8,104,69,False
53808441,92.52631578947368,7.03,166494060,1,2009-07-05 01:36:41,False,False,4786284.287398359,1,0,0.562850280224,True,12,8,4,17,33,375,20,0,94,5,2.81472392638,9.7,1249,703,False
53819337,35.0,3.0,0,1,2009-07-05 02:39:43,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,0,100,7.87096774194,3.1,3,3,False
53819925,35.0,3.0,0,1,2009-07-05 02:42:51,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,0,100,7.25,3.1,3,3,False
53825635,34.0,3.0,0,1,2009-07-05 03:17:18,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,100,0,7.75862068966,3.1,3,3,False
53826674,34.0,3.0,0,1,2009-07-05 03:23:52,True,False,0.0,1,0,1.0,True,15,10,5,0,0,1,1,0,100,0,5.70212765957,3.1,3,3,False
53826820,33.0,3.0,0,1,2009-07-05 03:24:41,True,False,0.0,1,0,1.0,True,15,3,5,0,0,1,1,0,100,0,5.71739130435,3.1,3,3,False
53873807,40.0,6.0,0,1,2009-07-05 09:05:46,True,False,0.0,1,0,1.0,True,13,8,2,0,0,1,1,0,100,0,5.42,3.1,6,6,False
53948371,33.0,3.0,0,1,2009-07-05 16:49:17,True,False,0.0,1,0,1.0,True,15,9,6,0,0,1,1,0,100,0,8.0487804878,0,3,3,False
53978783,69.5,3.5,844786500,1,2009-07-05 19:09:37,True,None,1221069.4664337027,1,0,0.466666666667,True,6,6,0,0,0,4,4,0,0,100,6.32718894009,7.8,30,14,False
54080533,33.0,3.0,0,1,2009-07-06 02:18:57,True,False,0.0,1,0,1.0,True,13,13,0,0,0,1,1,0,100,0,6.74509803922,0,3,3,False
54234822,85.89473684210526,5.96,335860070,3,2009-07-06 15:30:08,False,False,7240492.270781815,1,0,0.566001899335,True,13,13,0,29,42,743,32,0,89,10,2.76351351351,9.6,1053,596,False
54265489,69.25,9.75,4364885000,1,2009-07-06 17:09:00,False,False,8662731.731666645,1,0,0.975,True,14,13,1,2,0,4,2,0,75,25,7.42424242424,10.7,40,39,False
54353595,117.75,5.92,738114990,2,2009-07-06 22:21:01,True,False,10277890.89121164,1,0,0.667418263811,True,7,7,0,14,11,4666,85,0,30,70,1.25147232038,8.7,887,592,False
54634998,81.7,8.87951807229,57985578,1,2009-07-07 18:32:57,False,False,1095191.0585881763,1,0,0.67429094236,True,12,12,0,0,0,83,23,15,30,55,4.85428571429,8.4,1093,737,False
54638312,89.45,9.08536585366,58628756,1,2009-07-07 18:45:51,True,False,1185709.9551156797,1,0,0.677888989991,True,13,13,0,0,0,82,30,10,35,55,4.19458128079,8.4,1099,745,False
54671794,65.8,8.68041237113,49398556,1,2009-07-07 20:50:42,False,False,984888.928328068,1,0,0.645210727969,True,15,15,0,0,0,97,39,15,40,45,3.29132231405,8.3,1305,842,False
54784761,99.15,9.95744680851,50854074,1,2009-07-08 03:31:19,False,False,50467.234511017145,1,0,0.660084626234,True,15,15,0,0,0,94,32,5,50,45,3.29268292683,8.1,1418,936,False
54786968,88.0,9.16129032258,51358397,1,2009-07-08 03:40:43,False,False,43518.80205600793,1,0,0.651376146789,True,13,13,0,0,0,93,35,25,40,35,3.44891640867,8.2,1308,852,False
54888403,78.35,8.91780821918,65036178,1,2009-07-08 13:04:28,True,False,1263680.4079845506,1,0,0.631425800194,True,15,15,0,0,0,73,25,30,40,30,4.55096418733,7.8,1031,651,False
54890930,73.95,8.40476190476,56394261,1,2009-07-08 13:14:54,True,None,591325.2096564546,1,0,0.675598086124,True,15,15,0,0,0,84,33,15,45,40,4.92507204611,8.1,1045,706,False
54891461,82.55,9.35135135135,63924216,1,2009-07-08 13:17:00,False,False,1174485.7709501325,1,0,0.66474543708,True,15,15,0,0,0,74,20,15,30,55,4.09651474531,7.8,1041,692,False
54909007,80.75,9.18072289157,56848024,1,2009-07-08 14:21:55,False,False,1342958.303749595,1,0,0.63872590109,True,14,14,0,0,0,83,26,5,60,35,3.92673992674,7.7,1193,762,False
54951157,80.05,9.85882352941,55664082,1,2009-07-08 16:45:31,False,False,1341398.1728553607,1,0,0.6704,True,15,15,0,0,0,85,29,5,45,50,3.82386363636,7.7,1250,838,False
55028106,82.95,9.93055555556,65107458,1,2009-07-08 21:03:19,False,False,1377601.7577639946,1,0,0.672624647225,True,13,13,0,0,0,72,28,10,35,55,3.64069264069,7.2,1063,715,False
55056360,69.55,8.07142857143,48096510,1,2009-07-08 22:45:04,False,False,43605.01062065574,1,0,0.645714285714,True,13,13,0,0,0,98,35,30,25,45,3.44273127753,8.3,1225,791,False
55069718,85.65,8.58620689655,54146988,1,2009-07-08 23:34:40,False,False,52451.0515102176,1,0,0.643410852713,True,15,15,0,0,0,87,20,5,55,40,4.54200542005,7.6,1161,747,False
55081715,35.0,5.0,0,1,2009-07-09 00:20:15,True,False,0.0,1,0,1.0,True,11,6,1,0,0,1,1,0,0,100,6.06382978723,3.1,5,5,False
55085362,78.25,9.2875,58830025,1,2009-07-09 00:36:45,False,False,1260379.8774960062,1,0,0.667565139263,True,15,15,0,0,0,80,25,15,50,35,3.72087912088,7.9,1113,743,False
55091846,67.9,3.46,796420,1,2009-07-09 01:04:19,False,False,1085.0226207319365,1,0,0.296740994854,True,15,8,0,65,32,724,58,0,95,5,1.45445134576,10.8,1166,346,False
55094271,84.55,9.3,58712337,1,2009-07-09 01:14:09,False,False,1089999.5531039406,1,0,0.658407079646,True,15,15,0,0,0,80,24,0,65,35,4.17168674699,7.3,1130,744,False
55101042,68.8,8.87012987013,60926480,1,2009-07-09 01:39:02,False,False,970189.6855265714,1,0,0.643732327992,True,15,15,0,0,0,77,26,10,45,45,4.49731182796,8.4,1061,683,False
55109583,65.5,9.05128205128,60160512,1,2009-07-09 02:12:49,False,False,53068.47340125774,1,0,0.69900990099,True,15,15,0,0,0,78,26,15,45,40,3.00173010381,8.1,1010,706,False
55113333,78.15,9.58904109589,64338931,1,2009-07-09 02:27:29,False,False,37100.3855094189,1,0,0.686274509804,True,13,13,0,0,0,73,26,10,60,30,3.46288209607,8.2,1020,700,False
55116927,42.0,4.0,0,1,2009-07-09 02:41:09,True,False,0.0,1,0,1.0,True,13,10,1,0,0,1,1,0,0,100,10.2156862745,3.1,4,4,False
55120214,97.7,10.2567567568,63418959,1,2009-07-09 02:54:26,False,None,1387642.1828649489,1,0,0.677074041035,True,15,15,0,0,0,74,28,15,30,55,4.04326923077,8.2,1121,759,False
55143227,42.0,4.0,0,1,2009-07-09 04:36:06,True,False,0.0,1,0,1.0,True,13,13,0,0,0,1,1,0,0,100,12.7425742574,3.1,4,4,False
55148489,42.0,4.0,0,1,2009-07-09 05:02:32,True,False,0.0,1,0,1.0,True,13,13,0,0,0,1,1,0,0,100,11.4736842105,3.1,4,4,False
55162707,42.0,4.0,0,1,2009-07-09 06:24:08,True,False,0.0,1,0,1.0,True,13,11,1,0,0,1,1,0,0,100,12.9803921569,3.1,4,4,False
55194361,42.0,4.0,0,1,2009-07-09 09:56:07,True,False,0.0,1,0,1.0,True,13,10,1,0,0,1,1,0,0,100,11.1111111111,3.1,4,4,False
55194570,42.0,4.0,0,1,2009-07-09 09:57:42,True,False,0.0,1,0,1.0,True,13,13,0,0,0,1,1,0,0,100,10.4224137931,3.1,4,4,False
55207262,41.0,6.0,0,1,2009-07-09 11:17:48,True,None,0.0,1,0,1.0,True,10,5,1,0,0,1,1,0,100,0,6.5,8.8,6,6,False
55207581,73.45,9.32954545455,53006102,1,2009-07-09 11:19:47,False,False,1094009.3523655727,1,0,0.62196969697,True,15,15,0,0,0,88,31,5,70,25,4.23631123919,7.7,1320,821,False
55214971,94.15,9.42105263158,61359710,1,2009-07-09 11:59:42,False,False,1092668.5834390167,1,0,0.679316888046,True,15,15,0,0,0,76,24,10,50,40,3.11861313869,7.5,1054,716,False
55221873,67.5,9.3875,58150337,1,2009-07-09 12:34:35,False,False,589068.852078176,1,0,0.687099725526,True,15,15,0,0,0,80,26,10,60,30,4.70303030303,7.9,1093,751,False
55243788,88.6,9.35,58246562,1,2009-07-09 14:04:53,False,False,598501.8768647765,1,0,0.675090252708,True,15,15,0,0,0,80,22,25,40,35,3.59243697479,8.8,1108,748,False
55256821,70.45,8.67058823529,54754647,1,2009-07-09 14:53:07,False,False,982088.9309601551,1,0,0.657448706512,True,15,15,0,0,0,85,30,20,55,25,3.12974051896,7.4,1121,737,False
80479674,40.95,4.10714285714,6935801214,3,2009-10-07 03:19:21,False,False,43405625.36822978,1,0,0.793103448276,True,9,2,0,1,5,28,16,5,55,40,36.243902439,8.2,145,115,False
82487179,112.75,9.35,630283440,2,2009-10-14 23:40:17,False,False,14447765.044566255,1,0,0.636487406399,True,12,4,2,11,28,1442,25,15,70,15,4.36734693878,9.8,1469,935,False
105830531,78.21052631578948,8.43,1323242740,2,2010-01-17 16:46:52,False,False,4514958.785987465,1,0,0.706030150754,True,12,12,0,54,48,161,74,0,100,0,12.4497354497,11.9,1194,843,False
114488344,95.65,6.11842105263,3100936250,6,2010-02-15 15:49:58,True,False,56646697.279876344,1,0,0.53264604811,True,10,6,4,3,42,76,55,5,90,5,3.57575757576,9.5,873,465,False
144602443,47.15,4.62,449692050,1,2010-05-16 19:51:50,True,False,4863678.799869755,1,0,0.513333333333,True,11,11,0,4,51,327,13,0,95,5,11.696969697,9.9,900,462,False
278082770,83.65,6.91891891892,1278908378,2,2011-04-06 15:35:32,True,False,29532517.373971798,1,0,0.568888888889,True,6,6,0,5,58,75,5,0,100,0,32.8604651163,10.7,900,512,False
367651000,31.2,3.8,2313731400,1,2011-09-04 09:54:29,True,False,4512916.751251607,1,0,0.904761904762,True,8,8,0,0,3,5,0,0,100,0,2.1875,9.7,21,19,False
370098498,33.95,1.8,127047800,1,2011-09-08 13:20:35,False,False,1619234.287764883,1,0,0.687022900763,True,15,15,0,0,0,773,97,5,85,10,50.6666666667,11.6,262,180,False
10935572,95.0,7.71,586648340,1,2007-12-07 13:57:04,False,False,1914895.654037397,1,0,0.592165898618,True,14,14,0,28,60,867,45,10,40,50,3.40243902439,9.9,1302,771,False
17656600,96.7,9.21,1117096220,2,2008-11-26 18:59:35,False,False,19968632.243107095,1,0,0.619784656797,True,9,9,0,23,66,443,69,10,20,70,0.553705245629,9.3,1486,921,False
19230427,88.47368421052632,5.87,1605236490,1,2009-01-20 10:53:18,True,False,18523937.51623184,1,0,0.546554934823,True,4,4,0,22,75,124,16,15,21,63,10.4090909091,9.1,1074,587,False
20731719,75.6875,5.46,2848470,1,2009-02-12 23:32:13,False,False,41842.772284647246,1,0,0.63785046729,True,13,11,2,0,88,603,100,0,100,0,53.3157894737,7.9,856,546,False
21196037,64.5,5.8,1513881666,4,2009-02-18 13:40:55,False,False,16365474.64258208,1,0,0.759825327511,True,10,4,0,10,6,90,15,10,75,15,7.3488372093,8.3,687,522,False
21375100,128.85,11.26,1787690670,1,2009-02-20 04:51:31,False,False,651458.4473312534,1,0,0.611956521739,True,6,4,0,8,90,263,55,40,35,25,0.609865470852,9.5,1840,1126,False
21706899,45.0,5.0,69057723000,1,2009-02-23 23:25:12,True,False,69055923.0,1,0,1.0,True,6,4,2,0,0,2,1,50,50,0,55.9090909091,8.8,10,10,False
25836383,89.5,7.42,1779226700,4,2009-03-22 16:10:49,False,False,23711455.29379623,1,0,0.594551282051,True,10,10,0,1,33,668,86,5,60,35,3.40119760479,9.1,1248,742,False
26778002,101.3,7.77,966799930,1,2009-03-26 15:50:25,False,False,8739519.078866316,1,0,0.525354969574,True,11,11,0,9,97,2227,89,5,10,85,5.42458100559,8.8,1479,777,False
27662686,50.9,5.23636363636,3624161600,3,2009-03-30 15:44:58,True,False,35497721.20377637,1,0,0.469055374593,True,8,8,0,1,39,55,3,0,35,65,2.70588235294,7.5,614,288,False
28222509,51.2,3.13,2912400,1,2009-04-01 23:12:44,True,False,4330.658955632503,1,0,0.569090909091,True,10,10,0,0,0,615,100,0,100,0,85.4,8.7,550,313,False
28265406,47.4,2.99,8776480,1,2009-04-02 02:49:56,True,False,39979.62385125078,1,0,0.548623853211,True,6,5,1,0,0,175,100,0,100,0,63.1904761905,8.2,545,299,False
28843786,67.0,7.95833333333,6329952750,1,2009-04-04 18:31:17,True,False,11289846.256552892,1,0,0.812765957447,True,11,11,0,7,16,24,3,20,55,25,27.1,8.0,235,191,False
29940598,70.45,4.26923076923,3072583397,6,2009-04-09 07:11:35,False,False,52517398.214003414,1,0,0.617810760668,True,11,8,0,25,28,78,63,5,40,55,32.7,10.7,539,333,False
30428221,97.77777777777777,7.02,1293112980,1,2009-04-11 10:00:34,True,False,10192331.322916716,1,0,0.608846487424,True,9,7,2,35,53,804,33,33,44,22,2.7247706422,9.2,1153,702,False
31776715,43.0,5.4,8263230600,3,2009-04-16 13:16:47,True,False,15715803.646064283,1,0,0.870967741935,True,6,6,0,0,3,5,1,0,60,40,62.2631578947,8.3,31,27,False
32179000,60.73684210526316,6.55,6521651600,2,2009-04-16 22:20:49,True,False,50847076.73443114,1,0,0.909722222222,True,10,10,0,0,5,21,13,0,78,21,14.2105263158,8.6,144,131,False
33438880,50.285714285714285,8.14285714286,2503598142,1,2009-04-20 05:38:07,True,False,5833981.737022609,1,0,0.904761904762,True,10,10,0,0,1,7,0,14,28,57,20.125,7.2,63,57,False
33869550,78.66666666666667,9.44444444444,14513290888,2,2009-04-21 10:42:17,True,False,38704641.59462663,1,0,0.833333333333,True,8,8,0,4,7,9,4,0,88,11,4.21739130435,10.0,102,85,False
34589722,27.0,5.0,0,1,2009-04-23 11:38:30,True,False,0.0,1,0,1.0,True,12,7,5,0,1,1,0,0,100,0,38.5,3.1,5,5,False
34762630,82.2,8.93103448276,2467975068,2,2009-04-23 23:02:23,False,False,22430403.518378295,1,0,0.553418803419,True,8,8,0,0,3,29,3,10,40,50,20.8630136986,8.3,468,259,False
35008954,63.0,6.14,146083530,1,2009-04-24 19:10:05,True,False,7104719.391401437,1,0,0.553153153153,True,10,10,0,100,1,358,9,0,100,0,89.4545454545,5.9,1110,614,False
35959749,94.8,7.46,2116440,2,2009-04-28 02:35:07,False,False,20017.740961706942,1,41,0.537077033837,True,11,11,0,25,79,8562,52,0,20,80,0.186954771172,10.1,1389,746,False
36299291,51.65,3.74,350442510,1,2009-04-29 05:49:36,False,False,5080025.987453042,1,0,0.751004016064,True,11,11,0,20,30,1445,97,10,80,10,21.8358208955,8.9,498,374,False
37384589,99.16666666666667,9.11,21257210,1,2009-05-03 07:35:13,False,False,308706.9085767725,1,0,0.616790792146,True,11,7,4,48,100,533,82,5,66,27,0.844444444444,10.7,1477,911,False
38021637,92.0,15.0,0,1,2009-05-05 21:12:34,False,False,0.0,1,0,0.9375,True,6,4,2,0,0,1,0,0,100,0,73.9473684211,3.1,16,15,False
38520305,86.15,7.55,124644090,2,2009-05-07 21:22:37,True,False,2902400.6133938585,1,0,0.587548638132,True,9,9,0,85,19,170,12,0,95,5,42.2857142857,6.2,1285,755,False
39328305,129.3,8.62,751075020,1,2009-05-11 20:03:58,False,False,9236294.416159863,1,0,0.557567917206,True,13,13,0,69,87,343,59,5,25,70,0.808333333333,11.0,1546,862,False
40010436,67.76923076923077,7.61538461538,14205900923,5,2009-05-14 15:00:33,False,False,56665652.57727981,1,0,0.831932773109,True,9,9,0,1,3,13,11,15,69,15,8.42105263158,9.9,119,99,False
